game_id,game_date,game_location,game_stadium,away_abv,away_name,home_abv,home_name,team_id,team_name,visitor_home,total_plays,total_yds,total_yds_per_play,first_downs_total,first_downs_pass,first_downs_rush,first_downs_penalty,penalties_num,penalties_yds,third_down_conv,third_down_att,fourth_down_conv,fourth_down_att,fumbles_num,fumbles_lost,misc_yds,time_of_possession,points_off_turnovers,redzone_att,redzone_scores,redzone_points,redzone_rush_td,redzone_pass_td,redzone_fgm,redzone_end_fga,redzone_end_downs,redzone_end_int,redzone_end_fumble,redzone_end_half,redzone_end_game,pass_comp,pass_att,pass_yds,pass_td,pass_int,pass_long,rush_att,rush_yds,rush_yds_gain,rush_yds_loss,rush_td,rush_long,defense_tackles_total,defense_tackles_solo,defense_tackles_ast,defense_tfl_solo,defense_tfl_ast,defense_tfl,defense_tfl_YDS,defense_sacks,defense_sack_yds,defense_interceptions_num,defense_interceptions_yds,defense_interceptions_td,defense_interceptions_long,defense_pbu,defense_fr,defense_fr_yds,defense_fr_td,defense_fr_long,punt_att,punt_gross_yds,punt_long,punt_blk,punt_tb,punt_fc,punt_50+,punt_in_20,punt_gross_avg,kickoff_att,kickoff_yds,kickoff_out_of_bounds,kickoff_tb,kick_fgm,kick_fga,kick_fg%,kick_fg_long,kick_fg_blk,kick_xpm,kick_xpa,kick_xp%,2PM_pass_att,2PM_pass_made,kick_return_num,kick_return_yds,kick_return_td,kick_return_long,punt_return_num,punt_return_yds,punt_return_td,punt_return_long,field_goal_return_num,field_goal_return_yds,field_goal_return_td
fgpw2404,06/16/2024,,,PW,Panthers Wroclaw,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,55,323,5.872727272727273,12,10,2,0,5,52,6,14,0,1,1,0,55,24:49,0,5,3,20,3,0,0,0,1,0,0,0,0,17.0,33.0,247.0,3.0,1.0,36.0,22.0,76.0,81.0,0.0,0.0,21.0,67.0,37.0,30.0,6.0,4.0,8.0,33.0,3.0,3.0,2.0,76.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,7.0,237.0,59.0,0.0,1.0,0.0,2.0,3.0,33.857,4.0,254.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,3.0,0.667,0.0,0.0,2.0,63.0,0.0,34.0,3.0,55.0,0.0,31.0,,,
FGRF2201,6/5/2022,Frankfurt,PSD Bank Arena,RF,Rhein Fire,FG,Frankfurt Galaxy,RF,Rhein Fire,V,52,329,6.326923076923077,16,5,11,0,7,72,3,10,0,1,0,0,0,27:20,6,5,4,23,2,1,1,0,1,0,0,0,0,9.0,18.0,180.0,1.0,1.0,68.0,32.0,149.0,156.0,7.0,2.0,24.0,75.0,31.0,44.0,2.0,0.0,2.0,13.0,1.0,1.0,3.0,35.0,1.0,35.0,2.0,,,,,4.0,155.0,49.0,0.0,1.0,0.0,0.0,1.0,38.75,6.0,402.0,0.0,3.0,1.0,2.0,0.5,29.0,0.0,2.0,3.0,0.667,1.0,0.0,5.0,169.0,0.0,45.0,2.0,13.0,0.0,10.0,,,
FGRF2201,6/5/2022,Frankfurt,PSD Bank Arena,RF,Rhein Fire,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,68,289,4.25,23,15,4,4,5,37,4,12,1,1,2,1,-8,32:40,0,3,3,20,2,1,0,0,0,0,0,0,0,23.0,38.0,195.0,1.0,3.0,23.0,29.0,94.0,96.0,2.0,2.0,8.0,66.0,24.0,42.0,2.0,6.0,5.0,21.0,2.0,2.0,1.0,20.0,0.0,20.0,5.0,,,,,4.0,178.0,56.0,0.0,0.0,1.0,1.0,1.0,44.5,6.0,389.0,0.0,1.0,2.0,2.0,1.0,55.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,76.0,0.0,25.0,1.0,0.0,0.0,0.0,,,
FGRF2314,9/3/2023,Frankfurt,PSD Bank Arena,RF,Rhein Fire,FG,Frankfurt Galaxy,RF,Rhein Fire,V,53,475,8.962264150943396,21,7,13,1,10,98,4,8,1,1,1,1,0,29:15,14,3,3,21,3,0,0,0,0,0,0,0,0,10.0,15.0,245.0,3.0,0.0,48.0,38.0,230.0,234.0,4.0,3.0,17.0,67.0,27.0,40.0,4.0,10.0,9.0,63.0,7.0,7.0,2.0,67.0,1.0,55.0,,,,,,2.0,76.0,40.0,0.0,0.0,0.0,0.0,1.0,38.0,8.0,541.0,0.0,4.0,,,,,,6.0,7.0,0.857,0.0,0.0,4.0,101.0,0.0,34.0,1.0,4.0,0.0,4.0,,,
FGRF2314,9/3/2023,Frankfurt,PSD Bank Arena,RF,Rhein Fire,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,62,402,6.483870967741935,20,11,5,4,8,38,9,13,0,1,1,0,0,30:45,0,4,4,24,2,1,1,0,0,0,0,0,0,18.0,27.0,340.0,3.0,2.0,41.0,35.0,62.0,128.0,66.0,2.0,15.0,61.0,21.0,40.0,,,,,0.0,0.0,,,,,2.0,,,,,1.0,50.0,50.0,0.0,0.0,0.0,1.0,0.0,50.0,7.0,427.0,1.0,2.0,1.0,1.0,1.0,48.0,0.0,5.0,5.0,1.0,0.0,0.0,4.0,116.0,0.0,44.0,1.0,6.0,0.0,6.0,,,
fgrf2402,06/02/2024,,,RF,Rhein Fire,FG,Frankfurt Galaxy,RF,Rhein Fire,V,57,424,7.43859649122807,21,11,10,0,8,55,3,8,2,3,0,0,0,33:08,0,5,5,31,2,2,1,0,0,0,0,0,0,19.0,29.0,237.0,2.0,1.0,16.0,27.0,187.0,191.0,0.0,2.0,26.0,42.0,25.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,396.0,0.0,1.0,1.0,1.0,1.0,37.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,93.0,0.0,26.0,0.0,0.0,0.0,0.0,,,
fgrf2402,06/02/2024,,,RF,Rhein Fire,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,59,337,5.711864406779661,14,8,5,1,5,40,7,13,1,2,0,0,0,26:52,0,3,3,17,2,0,1,0,0,0,0,0,0,21.0,36.0,273.0,2.0,1.0,38.0,20.0,64.0,66.0,0.0,0.0,11.0,47.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,330.0,0.0,1.0,2.0,3.0,0.667,44.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,109.0,0.0,29.0,0.0,0.0,0.0,0.0,,,
FGRT2213,8/28/2022,Frankfurt,PSD Bank Arena,RT,Raiders Tirol,FG,Frankfurt Galaxy,RT,Raiders Tirol,V,64,359,5.609375,28,17,5,6,9,83,5,10,1,3,1,0,0,26:40,0,6,5,33,1,4,0,0,1,0,0,0,0,23.0,33.0,238.0,4.0,0.0,30.0,30.0,121.0,129.0,8.0,1.0,19.0,49.0,35.0,14.0,4.0,2.0,5.0,11.0,2.0,2.0,1.0,3.0,0.0,3.0,6.0,,,,,1.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,381.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,209.0,0.0,72.0,1.0,29.0,0.0,29.0,,,
FGRT2213,8/28/2022,Frankfurt,PSD Bank Arena,RT,Raiders Tirol,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,62,466,7.516129032258065,25,15,8,2,12,117,5,11,2,2,0,0,1,33:20,0,4,4,27,2,2,0,0,0,0,0,0,0,22.0,36.0,341.0,3.0,1.0,76.0,24.0,125.0,131.0,6.0,2.0,25.0,62.0,36.0,26.0,3.0,2.0,4.0,16.0,1.0,1.0,,,,,2.0,,,,,2.0,74.0,46.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,471.0,0.0,2.0,1.0,2.0,0.5,53.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,68.0,0.0,29.0,,,,,,,
SSFG2102,6/27/2021,Stuttgart,Gazi-Stadion,FG,Frankfurt Galaxy,SS,Stuttgart Surge,FG,Frankfurt Galaxy,V,66,487,7.378787878787879,27,12,12,3,13,154,7,12,0,0,0,0,0,36:36,3,7,7,42,4,2,1,0,0,0,0,0,0,23.0,29.0,242.0,2.0,0.0,39.0,35.0,245.0,256.0,11.0,4.0,60.0,44.0,26.0,18.0,1.0,4.0,3.0,4.0,1.0,1.0,,,,,,,,,,3.0,118.0,44.0,0.0,0.0,0.0,0.0,1.0,39.333,8.0,448.0,0.0,4.0,1.0,2.0,0.5,32.0,0.0,3.0,6.0,0.5,0.0,0.0,2.0,61.0,0.0,36.0,2.0,23.0,0.0,13.0,,,
SSFG2102,6/27/2021,Stuttgart,Gazi-Stadion,FG,Frankfurt Galaxy,SS,Stuttgart Surge,SS,Stuttgart Surge,H,56,328,5.857142857142857,21,11,5,5,8,63,3,11,0,2,1,1,-5,23:24,0,2,2,13,1,1,0,0,0,0,0,0,0,16.0,33.0,203.0,1.0,0.0,34.0,22.0,125.0,128.0,3.0,2.0,29.0,67.0,31.0,36.0,4.0,2.0,5.0,24.0,2.0,2.0,,,,,1.0,,,,,5.0,170.0,45.0,0.0,0.0,0.0,0.0,1.0,34.0,4.0,259.0,0.0,2.0,,,,,,2.0,3.0,0.667,0.0,0.0,4.0,87.0,0.0,31.0,,,,,,,
FGSS2214,9/4/2022,Frankfurt,PSD Bank Arena,SS,Stuttgart Surge,FG,Frankfurt Galaxy,SS,Stuttgart Surge,V,55,312,5.672727272727273,17,8,8,1,8,73,2,9,1,4,0,0,0,30:37,0,2,1,7,0,1,0,0,1,0,0,0,0,18.0,31.0,192.0,2.0,2.0,74.0,21.0,120.0,129.0,9.0,0.0,34.0,57.0,33.0,24.0,3.0,2.0,4.0,18.0,3.0,3.0,,,,,,,,,,3.0,85.0,38.0,0.0,0.0,0.0,0.0,1.0,28.333,3.0,181.0,1.0,1.0,,,,,,1.0,2.0,0.5,0.0,0.0,4.0,93.0,0.0,26.0,1.0,7.0,0.0,7.0,,,
FGSS2214,9/4/2022,Frankfurt,PSD Bank Arena,SS,Stuttgart Surge,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,54,462,8.555555555555555,26,18,6,2,6,40,5,7,0,0,1,1,0,29:23,7,4,4,24,2,1,1,0,0,0,0,0,0,32.0,36.0,374.0,3.0,0.0,33.0,15.0,88.0,91.0,3.0,2.0,25.0,58.0,28.0,30.0,2.0,6.0,5.0,31.0,3.0,3.0,2.0,11.0,0.0,6.0,2.0,,,,,2.0,83.0,48.0,0.0,0.0,1.0,0.0,1.0,41.5,6.0,394.0,0.0,2.0,1.0,1.0,1.0,45.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,18.0,0.0,18.0,,,,,,,
fgss2509,07/12/2025,Frankfurt,PSD Bank Arena,SRG,Stuttgart Surge,FGY,Frankfurt Galaxy,SS,Stuttgart Surge,V,62,488,7.870967741935484,25,14,10,1,5,90,6,10,1,1,0,0,0,28:09,0,5,5,0,0,0,0,0,0,0,0,0,0,20.0,25.0,358.0,6.0,0.0,,35.0,130.0,,,2.0,,,,,,,,,,,,,,,,1.0,42.0,0.0,0.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333,9.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,4.0,0.0,,0.0,0.0,2.0,75.0,0.0,42.0,2.0,12.0,0.0,10.0,,,
fgss2509,07/12/2025,Frankfurt,PSD Bank Arena,SRG,Stuttgart Surge,FGY,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,83,466,5.614457831325301,33,21,7,5,14,102,9,17,3,4,3,0,0,31:51,0,6,5,0,0,0,0,0,0,0,0,0,0,33.0,62.0,350.0,3.0,1.0,,20.0,129.0,,,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,42.667,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,7.0,203.0,0.0,50.0,3.0,91.0,1.0,74.0,,,
VVFG2202,6/12/2022,Vienna,Generali-Arena,FG,Frankfurt Galaxy,VV,Vienna Vikings,FG,Frankfurt Galaxy,V,63,289,4.587301587301587,15,8,5,2,6,45,4,14,2,3,2,0,0,24:28,0,4,2,10,0,1,1,1,1,0,0,0,0,16.0,38.0,213.0,1.0,2.0,53.0,24.0,76.0,81.0,5.0,0.0,20.0,60.0,46.0,14.0,6.0,2.0,7.0,40.0,5.0,5.0,,,,,1.0,,,,,3.0,82.0,45.0,1.0,0.0,0.0,0.0,1.0,27.333,3.0,187.0,0.0,2.0,1.0,3.0,0.333,21.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,61.0,0.0,27.0,2.0,28.0,0.0,30.0,,,
VVFG2202,6/12/2022,Vienna,Generali-Arena,FG,Frankfurt Galaxy,VV,Vienna Vikings,VV,Vienna Vikings,H,64,350,5.46875,22,12,8,2,6,92,6,14,0,1,2,0,0,34:32,6,5,3,18,1,1,1,1,1,0,0,0,0,24.0,30.0,252.0,1.0,0.0,38.0,29.0,98.0,132.0,34.0,1.0,12.0,49.0,35.0,14.0,6.0,2.0,7.0,13.0,1.0,1.0,2.0,25.0,1.0,19.0,8.0,,,,,4.0,143.0,43.0,0.0,0.0,2.0,0.0,1.0,35.75,6.0,377.0,1.0,2.0,1.0,2.0,0.5,40.0,0.0,1.0,2.0,0.5,2.0,1.0,1.0,13.0,0.0,13.0,1.0,28.0,1.0,28.0,,,
FGVV2211,8/14/2022,Frankfurt,PSD Bank Arena,VV,Vienna Vikings,FG,Frankfurt Galaxy,VV,Vienna Vikings,V,52,215,4.134615384615385,13,8,3,2,7,50,4,11,0,1,2,2,8,24:30,0,2,1,8,0,1,0,1,0,0,0,0,0,15.0,32.0,132.0,1.0,2.0,40.0,17.0,83.0,86.0,3.0,0.0,12.0,59.0,41.0,18.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,1.0,,,,,2.0,76.0,39.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,4.0,161.0,0.0,53.0,,,,,,,
FGVV2211,8/14/2022,Frankfurt,PSD Bank Arena,VV,Vienna Vikings,FG,Frankfurt Galaxy,FG,Frankfurt Galaxy,H,64,439,6.859375,24,15,9,0,5,45,6,11,0,0,0,0,0,35:30,15,5,5,26,1,2,2,0,0,0,0,0,0,24.0,30.0,299.0,4.0,0.0,38.0,33.0,140.0,143.0,3.0,1.0,14.0,50.0,22.0,28.0,1.0,6.0,4.0,31.0,3.0,3.0,2.0,35.0,0.0,22.0,7.0,,,,,1.0,50.0,50.0,0.0,0.0,0.0,1.0,1.0,50.0,9.0,621.0,0.0,5.0,3.0,3.0,1.0,48.0,0.0,3.0,5.0,0.6,0.0,0.0,2.0,40.0,0.0,23.0,2.0,33.0,0.0,28.0,,,
BDHD2103,7/3/2021,Barcelona,Estadi Municipal,HD,Hamburg Sea Devils,BD,Barcelona Dragons,HD,Hamburg Sea Devils,V,70,392,5.6,23,9,12,2,18,145,4,13,1,2,1,1,0,36:49,12,6,6,25,0,2,4,0,0,0,0,0,0,13.0,22.0,146.0,2.0,1.0,31.0,47.0,246.0,272.0,26.0,0.0,32.0,63.0,33.0,30.0,9.0,4.0,11.0,87.0,8.0,8.0,1.0,8.0,0.0,8.0,4.0,,,,,2.0,96.0,55.0,0.0,0.0,0.0,1.0,1.0,48.0,8.0,501.0,0.0,5.0,4.0,4.0,1.0,34.0,0.0,2.0,3.0,0.667,0.0,0.0,2.0,29.0,0.0,17.0,1.0,49.0,1.0,49.0,,,
BDHD2103,7/3/2021,Barcelona,Estadi Municipal,HD,Hamburg Sea Devils,BD,Barcelona Dragons,BD,Barcelona Dragons,H,66,256,3.878787878787879,20,13,3,4,8,65,6,14,0,1,3,2,-11,23:11,6,2,1,8,0,1,0,0,1,0,0,0,0,21.0,40.0,214.0,1.0,1.0,34.0,18.0,42.0,53.0,11.0,0.0,11.0,82.0,44.0,38.0,5.0,2.0,6.0,35.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,168.0,44.0,0.0,0.0,0.0,0.0,0.0,33.6,2.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,71.0,0.0,36.0,1.0,10.0,0.0,10.0,,,
HDBD2202,6/12/2022,Hamburg,Stadion Hoheluft,BD,Barcelona Dragons,HD,Hamburg Sea Devils,BD,Barcelona Dragons,V,64,350,5.46875,17,10,6,1,7,46,5,14,2,2,2,1,0,32:46,0,4,4,24,0,3,1,0,0,0,0,0,0,24.0,41.0,202.0,3.0,1.0,42.0,21.0,148.0,153.0,5.0,0.0,71.0,74.0,44.0,30.0,4.0,4.0,6.0,25.0,2.0,2.0,,,,,3.0,,,,,4.0,160.0,56.0,0.0,0.0,0.0,1.0,0.0,40.0,5.0,318.0,1.0,0.0,1.0,2.0,0.5,34.0,0.0,3.0,3.0,1.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,
HDBD2202,6/12/2022,Hamburg,Stadion Hoheluft,BD,Barcelona Dragons,HD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,73,319,4.36986301369863,20,5,12,3,9,117,6,16,1,3,1,1,2,27:14,0,2,2,14,2,0,0,0,0,0,0,0,0,19.0,29.0,170.0,1.0,0.0,38.0,42.0,149.0,166.0,17.0,2.0,19.0,38.0,32.0,6.0,3.0,2.0,4.0,18.0,2.0,2.0,1.0,2.0,0.0,2.0,4.0,,,,,6.0,204.0,51.0,0.0,1.0,0.0,1.0,3.0,34.0,4.0,278.0,1.0,3.0,,,,,,3.0,3.0,1.0,0.0,0.0,4.0,82.0,0.0,30.0,2.0,41.0,0.0,30.0,,,
BTHD2109,8/14/2021,Berlin,F.-L.-J.-Sportpark,HD,Hamburg Sea Devils,BT,Berlin Thunder,HD,Hamburg Sea Devils,V,69,315,4.565217391304348,21,12,7,2,12,136,7,16,1,2,2,2,2,34:20,7,3,3,21,0,3,0,0,0,0,0,0,0,21.0,33.0,167.0,4.0,2.0,21.0,33.0,148.0,170.0,22.0,0.0,36.0,65.0,33.0,32.0,3.0,10.0,8.0,35.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,,3.0,150.0,54.0,0.0,0.0,0.0,1.0,1.0,50.0,5.0,301.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,10.0,0.0,10.0,4.0,66.0,0.0,30.0,,,
BTHD2109,8/14/2021,Berlin,F.-L.-J.-Sportpark,HD,Hamburg Sea Devils,BT,Berlin Thunder,BT,Berlin Thunder,H,62,204,3.2903225806451615,18,7,6,5,6,36,4,13,1,2,2,2,0,25:40,7,3,2,13,0,2,0,0,1,0,0,0,0,11.0,26.0,120.0,3.0,1.0,28.0,34.0,84.0,116.0,32.0,0.0,17.0,66.0,38.0,28.0,5.0,2.0,6.0,45.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,,,,,7.0,252.0,44.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,148.0,0.0,0.0,,,,,,2.0,3.0,0.667,0.0,0.0,3.0,48.0,0.0,28.0,1.0,12.0,0.0,12.0,,,
HDBT2201,6/5/2022,Hamburg,Stadion Hoheluft,BT,Berlin Thunder,HD,Hamburg Sea Devils,BT,Berlin Thunder,V,56,197,3.517857142857143,14,10,1,3,5,38,1,11,1,3,4,2,-4,28:50,6,3,3,12,0,1,2,0,0,0,0,0,0,18.0,32.0,181.0,2.0,1.0,49.0,22.0,16.0,54.0,38.0,0.0,11.0,83.0,43.0,40.0,4.0,2.0,5.0,16.0,1.0,1.0,1.0,71.0,0.0,71.0,4.0,,,,,3.0,82.0,34.0,0.0,0.0,0.0,0.0,0.0,27.333,5.0,298.0,0.0,0.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,,2.0,0.0,5.0,98.0,0.0,28.0,,,,,,,
HDBT2201,6/5/2022,Hamburg,Stadion Hoheluft,BT,Berlin Thunder,HD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,74,326,4.405405405405405,27,7,19,1,9,73,6,13,2,3,2,1,12,31:10,20,5,4,23,3,0,1,0,0,1,0,0,0,10.0,19.0,78.0,0.0,1.0,14.0,54.0,248.0,264.0,16.0,4.0,23.0,59.0,29.0,30.0,5.0,2.0,6.0,51.0,2.0,2.0,1.0,33.0,0.0,33.0,6.0,2.0,27.0,2.0,16.0,2.0,79.0,40.0,0.0,0.0,1.0,0.0,0.0,39.5,8.0,486.0,1.0,2.0,1.0,1.0,1.0,30.0,0.0,4.0,6.0,0.667,0.0,0.0,5.0,102.0,0.0,30.0,1.0,13.0,0.0,13.0,,,
HDBT2304,6/25/2023,Hamburg,Stadion Hoheluft,BT,Berlin Thunder,HD,Hamburg Sea Devils,BT,Berlin Thunder,V,60,210,3.5,14,10,3,1,7,40,5,14,1,2,1,1,0,26:27,8,1,1,6,0,1,0,0,0,0,0,0,0,19.0,39.0,194.0,1.0,2.0,23.0,21.0,16.0,42.0,26.0,0.0,8.0,63.0,33.0,30.0,2.0,0.0,2.0,12.0,0.0,0.0,,,,,4.0,1.0,25.0,1.0,25.0,5.0,170.0,48.0,1.0,0.0,0.0,0.0,2.0,34.0,4.0,225.0,1.0,1.0,1.0,1.0,1.0,37.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,192.0,0.0,55.0,1.0,19.0,0.0,19.0,,,
HDBT2304,6/25/2023,Hamburg,Stadion Hoheluft,BT,Berlin Thunder,HD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,70,417,5.957142857142857,22,15,7,0,9,67,9,15,1,1,1,1,0,33:33,7,4,4,23,0,3,1,0,0,0,0,0,0,23.0,40.0,265.0,4.0,0.0,34.0,30.0,152.0,159.0,7.0,1.0,38.0,56.0,32.0,24.0,6.0,2.0,7.0,26.0,7.0,7.0,2.0,5.0,0.0,3.0,7.0,,,,,4.0,152.0,47.0,0.0,1.0,0.0,0.0,2.0,38.0,7.0,424.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,4.0,5.0,0.8,0.0,0.0,1.0,28.0,0.0,28.0,4.0,43.0,0.0,14.0,,,
hdbt2504,06/07/2025,Hamburg,Stadion Hoheluft,BTH,Berlin Thunder,HSD,Hamburg Sea Devils,BT,Berlin Thunder,V,79,386,4.886075949367089,25,19,3,3,5,40,3,14,4,8,1,0,0,29:13,0,5,2,0,0,0,0,0,0,0,0,0,0,30.0,60.0,348.0,1.0,4.0,,16.0,58.0,,,1.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,3.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,35.667,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,53.0,0.0,24.0,0.0,0.0,0.0,0.0,,,
hdbt2504,06/07/2025,Hamburg,Stadion Hoheluft,BTH,Berlin Thunder,HSD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,64,401,6.265625,13,8,5,0,6,62,4,13,2,6,2,0,0,30:47,0,3,2,0,0,0,0,0,0,0,0,0,0,15.0,30.0,230.0,3.0,1.0,,33.0,176.0,,,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,6.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,,0.0,0.0,2.0,76.0,0.0,39.0,0.0,0.0,0.0,0.0,,,
HDCC2309,7/30/2023,Hamburg,Stadion Hoheluft,CC,Cologne Centurions,HD,Hamburg Sea Devils,CC,Cologne Centurions,V,79,341,4.3164556962025316,20,14,2,4,12,102,3,19,4,8,1,1,-7,34:21,0,3,1,6,0,1,0,1,0,0,0,1,0,35.0,63.0,312.0,2.0,1.0,35.0,10.0,29.0,31.0,2.0,0.0,15.0,48.0,24.0,24.0,6.0,4.0,8.0,33.0,3.0,3.0,2.0,43.0,0.0,43.0,3.0,,,,,6.0,219.0,69.0,0.0,1.0,0.0,1.0,1.0,36.5,3.0,198.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,80.0,0.0,24.0,3.0,26.0,0.0,11.0,,,
HDCC2309,7/30/2023,Hamburg,Stadion Hoheluft,CC,Cologne Centurions,HD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,48,182,3.7916666666666665,9,5,2,2,8,98,3,11,0,0,2,2,5,25:39,0,2,2,11,0,1,1,0,0,0,0,0,0,16.0,28.0,141.0,1.0,2.0,39.0,17.0,41.0,53.0,12.0,0.0,10.0,69.0,39.0,30.0,7.0,4.0,9.0,32.0,6.0,6.0,1.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,6.0,7.0,285.0,52.0,0.0,2.0,1.0,1.0,0.0,40.714,4.0,259.0,0.0,0.0,1.0,1.0,1.0,37.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,50.0,0.0,33.0,2.0,71.0,1.0,47.0,,,
hdcc2413,08/18/2024,,,CC,Cologne Centurions,HD,Hamburg Sea Devils,CC,Cologne Centurions,V,62,503,8.112903225806452,24,15,9,0,7,65,11,13,0,1,1,1,0,31:01,0,5,5,30,1,3,1,0,0,0,0,0,0,25.0,33.0,305.0,1.0,1.0,0.0,28.0,198.0,209.0,0.0,3.0,46.0,46.0,31.0,15.0,5.0,3.0,6.5,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,335.0,0.0,0.0,1.0,1.0,1.0,33.0,0.0,3.0,4.0,0.75,0.0,0.0,5.0,42.0,0.0,41.0,0.0,0.0,0.0,0.0,,,
hdcc2413,08/18/2024,,,CC,Cologne Centurions,HD,Hamburg Sea Devils,HD,Hamburg Sea Devils,H,52,304,5.846153846153846,16,7,7,2,7,60,6,10,0,0,0,0,5,28:59,0,4,4,23,2,1,1,0,0,0,0,0,0,11.0,21.0,175.0,2.0,0.0,0.0,30.0,129.0,139.0,0.0,1.0,31.0,52.0,35.0,17.0,3.0,2.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,136.0,54.0,0.0,0.0,0.0,1.0,2.0,34.0,5.0,175.0,0.0,0.0,1.0,1.0,1.0,25.0,0.0,2.0,3.0,0.667,0.0,0.0,6.0,148.0,0.0,33.0,3.0,5.0,0.0,45.0,,,
FGHD2108,8/8/2021,Frankfurt,PSD Bank Arena,HD,Hamburg Sea Devils,FG,Frankfurt Galaxy,HD,Hamburg Sea Devils,V,53,166,3.1320754716981134,9,8,1,0,8,60,6,15,0,1,1,1,0,27:14,3,2,2,6,0,0,2,0,0,0,0,0,0,15.0,23.0,112.0,0.0,1.0,27.0,26.0,54.0,74.0,20.0,0.0,9.0,61.0,35.0,26.0,6.0,4.0,8.0,41.0,3.0,3.0,,,,,3.0,,,,,4.0,194.0,56.0,0.0,0.0,0.0,2.0,0.0,48.5,5.0,320.0,0.0,4.0,3.0,3.0,1.0,43.0,0.0,,,,,,6.0,138.0,0.0,35.0,3.0,32.0,0.0,25.0,,,
